biome,biome_name,GPP
0.0,Ice sheet,0.004183685911177819
1.0,Tropical rain forest,5.009123865497478
2.0,Tropical seasonal forest/savanna,4.564985493186758
3.0,Subtropical desert,0.568263567053672
4.0,Temperate rain forest,2.3930391006506104
5.0,Temperate seasonal forest,2.736335322149754
6.0,Woodland/shrubland,1.7090198552937605
7.0,Temperate grassland/desert,0.4874028567233428
8.0,Boreal forest,1.3639352573100947
9.0,Tundra,0.5974007918583535
