biome,biome_name,TLAI
0.0,Ice sheet,0.0
1.0,Tropical rain forest,6.388559523167687
2.0,Tropical seasonal forest/savanna,5.155217593155198
3.0,Subtropical desert,0.4442677301682326
4.0,Temperate rain forest,2.8736647511680595
5.0,Temperate seasonal forest,3.2880526978140945
6.0,Woodland/shrubland,1.9370887183263894
7.0,Temperate grassland/desert,0.342035691687682
8.0,Boreal forest,1.9435172732133772
9.0,Tundra,1.0250675469102224
